,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,3aoDEt6zSuYQ47gzarlaVo,Money - 2011 Remastered Version,0,0.46900000000000003,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193
1,0eFvoRSTTaR2q8bSWVjwfp,Welcome To The Jungle,0,0.456,0.978,10,-4.869,0,0.112,0.030100000000000002,0.499,0.313,0.327,123.411
2,0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remaster,4,0.619,0.7030000000000001,10,-9.414,0,0.052500000000000005,0.00388,0.20500000000000002,0.163,0.709,115.043
3,5y4761pjcksXs1hNsCmc4n,Sunshine Of Your Love,0,0.6910000000000001,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152
4,54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered,70,0.6930000000000001,0.497,2,-7.316,1,0.11900000000000001,0.679,0.0,0.258,0.47300000000000003,81.308
5,1zGk1kgAxCpg6PHjGuLe4J,Pinball Wizard,0,0.543,0.715,2,-8.89,1,0.0356,0.019200000000000002,0.0,0.256,0.468,124.011
6,0832Tptls5YicHPGgw7ssP,Beast Of Burden - Remastered,0,0.786,0.87,1,-3.875,0,0.0316,0.41300000000000003,0.000494,0.038900000000000004,0.864,100.66
7,38Ngied9rBORlAbLYNCl4k,Once in a Lifetime - 2005 Remaster,71,0.644,0.919,2,-6.289,1,0.056100000000000004,0.181,0.134,0.622,0.871,117.459
8,3sY6z4pGcxpMwx3W026WtU,Peace of Mind,0,0.421,0.677,4,-6.183,1,0.034300000000000004,0.0009889999999999999,9.650000000000001e-05,0.211,0.683,127.67
9,3IOQZRcEkplCXg6LofKqE9,Iron Man - 2012 - Remaster,67,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587
10,7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,77,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929
11,52dm9op3rbfAkc1LGXgipW,Wild Horses - 2009 Mix,72,0.432,0.389,7,-6.517,1,0.025500000000000002,0.687,0.010700000000000001,0.07880000000000001,0.158,139.506
12,5eYwDBLucWfWI5KsV7oYX2,Mary Jane's Last Dance,1,0.402,0.8140000000000001,10,-4.954,1,0.14,0.0383,1.1899999999999998e-06,0.266,0.516,170.02
13,5BIMPccDwShpXq784RJlJp,Enter Sandman,74,0.579,0.8240000000000001,6,-8.71,0,0.03,0.00206,0.009030000000000002,0.059000000000000004,0.635,123.331
14,1lhpxZT57yw5toGJtt8fGE,Old Time Rock & Roll,0,0.713,0.931,6,-2.965,1,0.039400000000000004,0.219,0.0,0.0694,0.963,124.127
15,5EcvzboYmDIfXo9gPplsSB,Brown Sugar,0,0.638,0.931,0,-3.605,1,0.0363,0.228,0.00029499999999999996,0.0524,0.965,128.662
16,4YMLW13PuuO7o3jkIWlKAs,Down On The Corner,0,0.8310000000000001,0.544,0,-9.288,1,0.08370000000000001,0.594,0.0038900000000000002,0.0736,0.856,108.177
17,0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,72,0.34600000000000003,0.768,9,-5.695,1,0.037700000000000004,0.006030000000000001,0.38,0.0244,0.532,169.492
18,0N0q5D8KmH13mmODXJsJqS,Can't You See,0,0.40700000000000003,0.706,7,-5.526,1,0.034800000000000005,0.254,0.00693,0.125,0.54,164.022
19,0FeCO85RKW8fDRytwXof2x,Go Your Own Way,0,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.0010600000000000002,0.10200000000000001,0.8230000000000001,135.68
20,0vSiz90JRxvYsbCTx84oVM,Gimme Three Steps,0,0.644,0.8230000000000001,9,-8.092,1,0.057800000000000004,0.296,0.0011500000000000002,0.126,0.917,133.39
21,4Zau4QvgyxWiWQ5KQrwL43,Radar Love,65,0.504,0.719,1,-9.155,0,0.0431,0.008780000000000001,0.0014900000000000002,0.075,0.177,102.144
22,7iLGljK0LNpGamQQEOuCRC,Won't Get Fooled Again - Original Album Version,0,0.686,0.92,2,-6.231,1,0.056600000000000004,0.301,0.27,0.08070000000000001,0.225,135.027
23,7cy1bEJV6FCtDaYpsk8aG6,China Grove,68,0.623,0.91,9,-8.448,1,0.038400000000000004,0.319,0.000448,0.081,0.745,145.624
24,4ItljeeAXtHsnsnnQojaO2,D'yer Mak'er - Remaster,65,0.525,0.929,9,-8.56,0,0.0784,0.262,2.9e-05,0.07540000000000001,0.556,163.503
25,3CPeWqqaHR0hmyfsWhMJQs,Don't Stop - 2004 Remaster,68,0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.8280000000000001,118.731
26,4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,74,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726
27,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,73,0.533,0.905,2,-5.27,1,0.07540000000000001,0.00876,0.578,0.0698,0.486,108.9
28,41aOyMZXFwvwRpugIlNCGF,Ramblin' Man,0,0.311,0.8320000000000001,1,-8.29,1,0.0357,0.486,0.00128,0.23500000000000001,0.933,178.873
29,1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,70,0.673,0.8140000000000001,9,-5.411,1,0.0367,0.013300000000000001,0.0029300000000000003,0.343,0.728,147.193
30,3YRCqOhFifThpSRFJ1VWFM,November Rain,80,0.294,0.641,11,-9.316,1,0.0291,0.016300000000000002,0.22,0.112,0.226,79.759
31,4vO9dmzNRqDhFY3jD1a3P7,Mississippi Queen,70,0.581,0.624,9,-8.346,1,0.0777,0.09870000000000001,0.0,0.041100000000000005,0.637,139.714
32,2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,71,0.505,0.47600000000000003,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31
33,6Qg7cgN1oZ5mG5nZe9UG0X,Behind Blue Eyes - Original Album Version,0,0.399,0.518,7,-10.637,1,0.0318,0.229,0.0012200000000000002,0.262,0.28500000000000003,127.084
34,3x2bXiU0o4WbsPkawXlfDA,Who Are You,0,0.651,0.661,9,-11.405,1,0.0511,0.265,0.0031300000000000004,0.106,0.489,156.371
35,3UDmHZcBTQp8Iu8droNtUl,Revolution - Remastered 2009,67,0.40700000000000003,0.834,6,-9.224,1,0.20800000000000002,0.0734,0.00021,0.241,0.71,121.38
36,0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times - 1993 Remaster,71,0.47600000000000003,0.717,9,-9.192,1,0.0949,0.038200000000000005,7.61e-05,0.0818,0.753,93.584
37,3gLlcZQMvpwgtV9THHXrGp,Runnin' With The Devil,0,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.00019099999999999998,0.185,0.527,95.59
38,6qnhXRedMi71TBYRc9jm4o,Magic Carpet Ride,0,0.616,0.777,4,-12.179,0,0.054900000000000004,0.021500000000000002,0.075,0.0512,0.786,111.732
39,3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly,67,0.5640000000000001,0.587,4,-7.393,0,0.0316,0.057300000000000004,0.00485,0.041600000000000005,0.966,147.462
40,3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,73,0.437,0.864,4,-7.842,0,0.09040000000000001,0.396,0.031400000000000004,0.242,0.749,81.394
41,4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,77,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
42,6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,0,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.07050000000000001,0.93,89.837
43,3PGAgwFWnFCisvjb3rLyuh,Piece Of My Heart,56,0.482,0.883,4,-3.348,1,0.07540000000000001,0.0891,0.004220000000000001,0.266,0.594,80.687
