,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,2,0.41400000000000003,0.404,0,-9.928,0,0.0499,0.271,0.0,0.30000000000000004,0.224,71.105
1,5X76oXHcR5uCXali0gOyX5,White Room,0,0.55,0.5760000000000001,0,-13.475,1,0.030600000000000002,0.178,0.00935,0.0555,0.486,109.837
2,5e6x5YRnMJIKvYpZxLqdpH,Fortunate Son,0,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.17300000000000001,0.432,132.31
3,3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,0,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.28700000000000003,0.498,115.672
4,1fDsrQ23eTAVFElUMaf38X,American Pie,76,0.531,0.481,4,-11.709,0,0.06,0.6990000000000001,0.0,0.08420000000000001,0.491,138.45
5,1lqMLr9Wj7SM2F9AikGcxN,Hurricane,70,0.509,0.8270000000000001,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601
6,1Ly0ssAgeM7YqdHptao8Oe,Paranoid,2,0.426,0.619,4,-11.501,0,0.0722,8.44e-05,0.00239,0.17,0.382,162.721
7,5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,65,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.053500000000000006,0.89,114.243
8,6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - Remastered Version,64,0.729,0.8180000000000001,2,-9.992,1,0.0732,0.157,0.28500000000000003,0.195,0.907,125.811
9,1HOMkjp0nHMaTnfAkslCQj,My Sharona,73,0.586,0.7000000000000001,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245
10,5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),68,0.452,0.8180000000000001,2,-8.124,1,0.0439,0.135,2.72e-05,0.052000000000000005,0.755,124.474
11,7LbfuQVct78YoghmoPtsQ8,Casey Jones - 2013 Remaster,67,0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.8280000000000001,99.678
12,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - 2012 Remaster,77,0.5640000000000001,0.932,11,-10.068,1,0.055400000000000005,0.013000000000000001,0.169,0.34900000000000003,0.619,112.937
13,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,74,0.668,0.906,11,-4.881,0,0.17,0.214,0.0024500000000000004,0.135,0.507,135.653
14,7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,78,0.5720000000000001,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994
15,7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,76,0.361,0.97,7,-4.817,0,0.28400000000000003,0.00169,0.0016300000000000002,0.357,0.254,179.017
16,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',81,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852
17,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,76,0.398,0.9520000000000001,4,-6.042,1,0.061,0.00037299999999999996,7.75e-05,0.1,0.584,122.093
18,1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Single Version,62,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983
19,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,73,0.651,0.801,0,-7.34,1,0.051300000000000005,0.123,0.0,0.0825,0.776,133.763
20,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,76,0.482,0.786,7,-5.735,1,0.032,0.00321,8.880000000000002e-05,0.446,0.793,126.755
21,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,78,0.741,0.6970000000000001,0,-7.028,1,0.027700000000000002,0.0664,2.2800000000000005e-05,0.133,0.774,116.109
22,5Ly2g3fnof2iFE8zsQZJX2,Back In The U.S.S.R. - 2018 Mix,0,0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657
23,1oG2vWELiGjIqxwqGcyqwF,You Really Got Me,0,0.5670000000000001,0.9590000000000001,8,-3.822,1,0.10200000000000001,0.0995,6.0700000000000005e-05,0.1,0.961,137.377
24,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,65,0.598,0.901,2,-6.081,1,0.0359,0.116,0.040100000000000004,0.178,0.8140000000000001,153.24
25,6XUHsYE38CEbYunT983O9G,Give A Little Bit,75,0.531,0.8180000000000001,2,-5.358,1,0.045200000000000004,0.0694,0.009600000000000001,0.263,0.47100000000000003,90.767
26,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,74,0.549,0.722,11,-11.729,0,0.028300000000000002,0.25,0.013800000000000002,0.11,0.716,103.885
27,7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,82,0.454,0.91,6,-7.766,1,0.0448,0.08660000000000001,0.09960000000000001,0.116,0.629,125.116
28,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',79,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.5720000000000001,84.383
29,2b9lp5A6CqSzwOrBfAFhof,Crazy Train,78,0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.47300000000000003,137.575
30,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,78,0.723,0.863,2,-7.89,1,0.033800000000000004,0.0383,0.0317,0.128,0.931,136.302
31,4KfSdst7rW39C0sfhArdrz,Barracuda,75,0.547,0.6910000000000001,4,-13.553,0,0.0369,0.015,0.105,0.14400000000000002,0.667,137.148
32,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,77,0.47500000000000003,0.322,7,-10.687,1,0.028300000000000002,0.367,0.0005600000000000001,0.11,0.387,93.503
33,2vX5WL7s6UdeQyweZEx7PP,Walk This Way,7,0.629,0.785,5,-10.761,1,0.0471,0.024900000000000002,9.45e-06,0.0522,0.869,108.531
