,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0mHyWYXmmCB9iQyK18m3FQ,Hello,59,0.487,0.246,9,-14.104,0,0.0376,0.41400000000000003,0.0,0.0983,0.0562,61.084
1,4oa14QBfWRDfJy2agySy0L,Gravity,70,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964
2,2JNR0mnwtc6cuebhu0cez5,Magic,6,0.743,0.374,3,-7.4,0,0.131,0.809,0.018600000000000002,0.134,0.6970000000000001,68.042
3,75HcneiRhhR7rSz9wNp5I3,202 feat. 泉まくら - New Mix,50,0.794,0.501,8,-8.837,1,0.0356,0.526,0.00111,0.08940000000000001,0.542,90.013
4,0K9rIsZfdlzAoOEWyeFQYM,Plastic Love,60,0.833,0.618,0,-8.932,1,0.056400000000000006,0.64,0.00205,0.0969,0.863,103.507
5,3LEqF3bVGyn139CPBylUsb,タイトロープ,27,0.548,0.442,2,-5.5,1,0.0327,0.159,0.0,0.117,0.09910000000000001,61.027
6,0E86qYpBVp0nFhlTplIuyv,LIKE OUR LIFE,26,0.441,0.726,4,-7.495,1,0.0273,0.0671,0.189,0.28300000000000003,0.839,72.986
7,6L1DorrOCEdx7XdxmVzsEt,中央線,29,0.538,0.552,1,-5.522,1,0.038900000000000004,0.079,0.0007279999999999999,0.0756,0.637,169.896
8,27udJcfu06TvbbOpgfxIlw,金木犀の夜,50,0.661,0.609,2,-6.978,1,0.0281,0.157,0.0011,0.106,0.489,125.961
9,6shRGWCtBUOPFLFTTqXZIC,Upside Down,68,0.787,0.655,6,-8.339,0,0.0431,0.23800000000000002,0.00017099999999999998,0.138,0.65,102.485
10,6Mavd9uk89Y9OTdvcDTfGG,クロノスタシス,53,0.463,0.755,1,-5.836,1,0.0281,0.027800000000000002,0.0076300000000000005,0.129,0.6960000000000001,83.873
11,5cACEjJ6c80Vre9upSPrCe,Navy Love,27,0.905,0.625,10,-8.856,1,0.050300000000000004,0.267,0.0,0.0717,0.925,136.009
12,5fyHa5mzJkU2naQOt3vYX8,EXIT,35,0.708,0.783,0,-4.214,0,0.07390000000000001,0.058600000000000006,0.0,0.08320000000000001,0.596,174.993
13,7ALkpuavOZN3vzaQVsJogk,爽健美茶のラップ,42,0.777,0.897,4,-3.894,1,0.0684,0.048600000000000004,7.48e-06,0.09720000000000001,0.85,122.017
14,159AnVj9IVGu4JmZT4ZuYe,Love is Over - (Tomggg Remix),42,0.738,0.78,2,-7.445,1,0.0629,0.34700000000000003,2.74e-06,0.0632,0.9470000000000001,115.006
15,7zBjKO6CGdnCbd1EPyianB,Balloon,45,0.84,0.548,1,-7.268,1,0.0936,0.418,0.0,0.0884,0.593,92.018
16,5Zjge6yCThuBMdnJdOBp9A,Easy Breezy,55,0.655,0.993,2,-2.026,1,0.0862,0.507,0.0,0.392,0.62,93.021
17,6wvLPV2U6I5HdzkcsGqGDt,Highlight,37,0.963,0.664,10,-4.986,0,0.06330000000000001,0.274,4.86e-06,0.0855,0.231,126.018
18,0YtEEp66vm9Ae7TXhVnat9,Summer Situation,48,0.677,0.756,0,-4.194,0,0.0641,0.145,2.17e-06,0.0796,0.866,84.504
19,0btLLjOMp8mQ1q1NA18XpU,ずるいね,47,0.852,0.449,4,-8.038,0,0.28800000000000003,0.47700000000000004,0.0,0.105,0.5700000000000001,91.961
20,5cAEkJEYiNTO26oXRKnxJn,Contact - TOSHIKI HAYASHI(%C) remix,44,0.852,0.549,5,-8.626,0,0.0443,0.644,0.0,0.0896,0.7010000000000001,91.014
21,2qsC226kiUMkeTHZiTPRly,まぁいっか,30,0.833,0.751,5,-7.06,1,0.22,0.0414,0.0,0.0779,0.913,99.003
22,7Gt33He6jT83ouFRKDescU,Blue,38,0.759,0.68,4,-7.477,0,0.0766,0.79,0.00010899999999999999,0.108,0.72,86.988
23,5EyQlDZdQxQpP6pbUKZEZU,Honey Bunny,36,0.8240000000000001,0.598,10,-6.277,1,0.108,0.376,9.49e-06,0.0869,0.622,90.005
24,40fcXSuSb80MekMZM1ei2J,溫柔 #MaydayBlue20th - feat.孫燕姿,57,0.437,0.675,10,-6.223,1,0.0379,0.392,0.0,0.127,0.364,148.068
25,0IAgufC1FlOg1nZMmRZxRr,突然好想你,61,0.462,0.465,2,-6.485,1,0.0262,0.226,7.699999999999999e-06,0.196,0.40900000000000003,140.112
26,7dU73Tw01Q0bQGmZD5U9rG,Perfect Too,16,0.786,0.448,1,-7.331,1,0.0371,0.375,0.0,0.131,0.706,117.981
27,7niSgjTPPgvRBFBTrwfUoF,Less of a Girl,21,0.581,0.306,6,-7.758,1,0.024800000000000003,0.5660000000000001,5.830000000000001e-05,0.07640000000000001,0.0882,95.074
28,6NfKaTgPrh4zi24lRyWdbw,1964,41,0.635,0.387,4,-5.571,1,0.0448,0.58,0.0,0.15,0.276,83.151
29,3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,77,0.332,0.179,5,-11.83,1,0.032600000000000004,0.879,0.0,0.0886,0.315,96.529
30,2HDGtTkECiCygeSNYIH9RQ,Shimendoka - 2019 Remastering,35,0.718,0.839,0,-4.401,1,0.0333,0.308,0.134,0.33,0.8320000000000001,145.102
31,4RD04qm1oCQagJXM2SCMxK,D.J. I LOVE YOU,23,0.666,0.733,1,-7.964,1,0.0337,0.47800000000000004,2.4900000000000006e-05,0.041,0.779,102.28
32,0EcDE3kLCyaz1yJm7d8jvF,2004,60,0.889,0.178,5,-15.065,1,0.385,0.9500000000000001,0.0,0.0908,0.393,127.992
33,3WxATUIaUWiMkcpil3OQYS,STAY BY ME,35,0.6890000000000001,0.835,11,-5.636,0,0.0333,0.23700000000000002,0.00018,0.40800000000000003,0.866,93.845
34,1qUo7d5lAOclNVbTUY0A2R,Remember Summer Days,48,0.634,0.665,4,-4.969,1,0.0318,0.342,8.87e-05,0.0709,0.787,96.698
35,7KYzARBusZhyZ6jygZDmVr,SHYNESS BOY,43,0.765,0.777,1,-5.301,0,0.030600000000000002,0.14200000000000002,0.000122,0.10400000000000001,0.87,119.935
36,4lL4xJcnGCLl7JbW3nSP26,Umikaze Tsushin (海風通信),22,0.665,0.6960000000000001,0,-5.602,1,0.0268,0.177,1.3300000000000001e-05,0.033,0.508,126.476
37,2JCdUwmGDO3SBkhwkfRaLr,killer tune kills me,51,0.787,0.41400000000000003,1,-8.745,1,0.0379,0.399,0.587,0.14,0.048600000000000004,104.999
38,1f76rJMP93OCXuDn3lzq0S,男と女,45,0.655,0.894,9,-6.186,1,0.0354,0.0838,3.96e-06,0.0505,0.877,121.968
39,0aRPz0c89bqxTA5spi8iZ7,守ってあげたい,47,0.729,0.47600000000000003,7,-9.827,1,0.027100000000000003,0.675,7.5699999999999995e-06,0.094,0.562,112.217
40,38LUbz74v3nmP8x0efElw2,Last Summer Whisper,54,0.732,0.488,4,-8.65,1,0.0446,0.222,0.000149,0.0383,0.61,78.512
41,37NPLfEZQQ0rZTa9SRqWBL,midnight cruisin',45,0.802,0.704,0,-7.896,0,0.0432,0.181,0.0009119999999999999,0.28400000000000003,0.92,121.85
42,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),79,0.658,0.294,4,-8.533,0,0.032100000000000004,0.422,5.2000000000000004e-05,0.07490000000000001,0.358,74.038
43,6Yu1OL8I0D4vjOzYdsXYGK,12:51,60,0.452,0.889,4,-3.838,1,0.0379,0.312,0.8,0.558,0.591,145.056
