,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,4M9Op6UQ36mhtjMBuevRYN,Dress Down,47,0.769,0.403,0,-15.134,1,0.051000000000000004,0.197,0.00019099999999999998,0.264,0.5670000000000001,118.007
1,0GJJLZVSlime2G7J7qvhGF,6号室,39,0.513,0.432,0,-9.985,1,0.0263,0.782,1.17e-05,0.127,0.334,93.015
2,74H9vMd3hgjaOnZQ7VMJ1M,BLUE feat. kojikoji,60,0.729,0.521,6,-9.244,1,0.176,0.672,0.0006969999999999999,0.179,0.734,142.014
3,0UtSPZyW63m5ZHODCwhakB,アメヲマツ、,59,0.561,0.872,10,-5.811,1,0.041800000000000004,0.214,0.0,0.151,0.26,149.936
4,3FUqp10RhCmMjyyB9extmo,花に亡霊,68,0.646,0.45,4,-6.628,1,0.0482,0.5730000000000001,0.0,0.07680000000000001,0.41300000000000003,90.01
5,4BE1OloRc9xwjyqA4wFFuN,あの夢をなぞって,68,0.537,0.793,8,-3.446,1,0.04,0.217,0.000361,0.14300000000000002,0.73,180.029
6,62Lv9WcrfzJqhvYDbilJy3,たぶん,74,0.747,0.666,5,-6.395,1,0.0324,0.146,0.0009119999999999999,0.0981,0.731,90.008
7,0T4AitQuq8IJhWBWuZwkFA,群青,69,0.719,0.87,10,-3.073,1,0.0472,0.321,0.0,0.187,0.732,134.979
8,7HneEBTvTra2CRYsxgMOAi,ハルジオン,74,0.686,0.902,0,-2.657,0,0.034,0.0591,0.0,0.333,0.901,130.02
9,3dPtXHP0oXQ4HCWHsOA9js,夜に駆ける,81,0.67,0.874,8,-5.221,1,0.030500000000000003,0.00231,1.72e-05,0.30000000000000004,0.789,130.041
10,2h4TZO5gGOAcQLpp85W1P0,Tsuioku no Bara,13,0.315,0.884,4,-2.156,0,0.0685,0.012,0.00391,0.264,0.352,139.967
11,1n97mryL3zhL1ab4fjILKX,Reincarnation,11,0.43,0.9550000000000001,5,-1.913,0,0.0616,0.006030000000000001,0.0555,0.434,0.528,148.106
12,1IhYLnsh2o7LkFXei5IJ4w,Lion Of Love,61,0.578,0.914,5,-3.674,1,0.08710000000000001,0.0403,0.011,0.020200000000000003,0.463,140.006
13,6VUMlHTs06O4tvQTpuboVR,Double Trouble - Film Version,67,0.6970000000000001,0.78,1,-3.328,1,0.0509,0.47900000000000004,0.0,0.0892,0.368,124.881
14,5uWamnmQIxjmeuzBCVEDNK,Matcha Ice Cream,40,0.636,0.317,0,-16.445,1,0.058,0.896,0.854,0.10300000000000001,0.121,74.021
15,4fgIoBKHzO7YO5eATyYbMl,in your arms,60,0.739,0.28,0,-17.212,1,0.09290000000000001,0.6970000000000001,0.013300000000000001,0.362,0.755,142.912
16,3ES0RvUaPzfCymyGTVUIg6,Remorse,60,0.6890000000000001,0.325,5,-11.205,0,0.0369,0.936,0.904,0.113,0.243,75.065
17,2J6t5dnb3sztdwYvDTRZam,Feel a Little Ugly Today,41,0.894,0.321,0,-10.53,1,0.161,0.20600000000000002,1.27e-06,0.0792,0.866,139.902
18,7l7tNz5Dz5ScHUBXyIZADL,Thank You Song,44,0.757,0.529,1,-9.878,0,0.050100000000000006,0.59,0.043300000000000005,0.105,0.505,87.469
19,2nS26PAT2mJR86ItWigFXE,Moon With No Stars,34,0.47900000000000004,0.405,1,-9.284,0,0.0398,0.838,0.013800000000000002,0.249,0.47600000000000003,147.701
20,2y14MWseQnWXApjJjNCPm8,Drift,59,0.607,0.667,7,-6.655,0,0.0395,0.14,0.00014199999999999998,0.0911,0.273,129.895
21,2qPCarXNB9j0kzE2CK6MCX,Tired,43,0.763,0.335,0,-10.850999999999999,1,0.0341,0.664,0.0,0.105,0.526,117.02
22,1gOicv94VpzO3vjmR7pDje,I'm a Little Sad Tonight,41,0.681,0.547,9,-9.288,0,0.114,0.628,0.000988,0.10300000000000001,0.456,180.038
23,3Y3wmxmyrBkKBGWXfEjIsM,I'll Just Dance,53,0.878,0.541,7,-9.123,1,0.0485,0.241,0.0125,0.06420000000000001,0.811,139.923
24,5e9Zbrqdx6OgmHgG9Rhn0w,Overthink,34,0.849,0.385,10,-8.616,0,0.17200000000000001,0.833,1.96e-06,0.113,0.482,84.967
25,6OLWjfBXWoGS5ft8IFzcjq,The Space Between Us,42,0.558,0.557,2,-8.679,1,0.059300000000000005,0.9410000000000001,4.13e-05,0.974,0.182,70.02
26,55HxOJHsD15wWbuoym4vSx,Sweet Bird,45,0.6890000000000001,0.46,1,-8.612,1,0.027,0.17,0.425,0.14100000000000001,0.497,96.024
27,6JqEDCqvAQx4F1D8TuQMw1,The Legend of Ashitaka,44,0.0834,0.0946,5,-15.682,0,0.0398,0.964,0.919,0.209,0.046700000000000005,169.982
28,0znYgENcaRepXFvznx9CUZ,貝加爾湖畔,38,0.355,0.255,2,-12.965,0,0.0351,0.741,0.000439,0.362,0.254,119.423
29,5Vnx5i9VJSZ6ayfK6jncf8,一翦梅 - xue hua piao piao bei feng xiao xiao,62,0.29,0.482,6,-8.207,0,0.035,0.145,0.00017099999999999998,0.12,0.247,141.459
