,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,77,0.41200000000000003,0.902,9,-11.6,1,0.405,0.048400000000000006,0.131,0.405,0.422,89.74
1,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,78,0.438,0.805,8,-6.237,1,0.062400000000000004,0.00255,5.690000000000001e-05,0.08420000000000001,0.5640000000000001,113.253
2,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,84,0.31,0.7000000000000001,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
3,1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",68,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669
4,66lOpKgTyFjOrac4S1s94g,Rebel Rebel - 1999 Remaster,0,0.676,0.92,9,-7.96,1,0.043500000000000004,0.00101,8.65e-06,0.248,0.624,126.341
5,2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,79,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007
6,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,79,0.742,0.833,2,-6.463,1,0.115,0.079,0.0,0.384,0.8160000000000001,113.375
7,2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,0,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.28700000000000003,0.15,117.292
8,24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,75,0.38,0.76,9,-10.961,1,0.0378,0.0029800000000000004,0.029400000000000003,0.10400000000000001,0.491,99.437
9,57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,73,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975
10,5uvosCdMlFdTXhoazkTI5R,Light My Fire,73,0.41300000000000003,0.725,3,-5.787,0,0.0324,0.369,2.1600000000000003e-05,0.09050000000000001,0.44,124.618
11,70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,75,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544
12,7MRyJPksH3G2cXHN8UKYzP,American Girl,75,0.55,0.8240000000000001,2,-5.9879999999999995,1,0.0334,0.448,0.000127,0.366,0.777,114.512
13,3YBZIN3rekqsKxbJc9FZko,Paradise City,78,0.273,0.9520000000000001,11,-8.762,1,0.0843,0.016900000000000002,0.0111,0.14200000000000002,0.47200000000000003,100.271
14,61Q9oJNd9hJQFhSDh6Qlap,House Of The Rising Sun,62,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.28300000000000003,116.891
15,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,74,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261
16,2K2M0TcglCRLLpFOzKeFZA,Sunshine Of Your Love,71,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099
17,4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,1,0.597,0.605,7,-12.013,1,0.025500000000000002,0.181,0.00033099999999999997,0.11800000000000001,0.886,97.782
18,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,81,0.64,0.663,0,-7.516,1,0.0374,0.201,0.008060000000000001,0.152,0.663,132.77
19,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",76,0.6940000000000001,0.394,0,-15.881,1,0.042800000000000005,0.0781,0.000677,0.247,0.719,104.126
20,2X6gdRlGOQgfaXU9ALUQFQ,The Chain,0,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.5740000000000001,151.727
21,1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,72,0.453,0.464,2,-10.96,1,0.0431,0.302,5.9600000000000005e-05,0.152,0.658,93.19
22,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,83,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
23,371VkfwKiXJxgH5ZPoQNHD,The Joker,0,0.596,0.448,5,-9.616,1,0.0396,0.365,5.299999999999999e-06,0.20600000000000002,0.796,83.293
24,63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,74,0.438,0.71,2,-12.412,1,0.09190000000000001,0.262,0.537,0.221,0.53,145.928
25,1qRA5BS78u3gME0loMl9AA,For What It's Worth,75,0.653,0.519,2,-10.164,1,0.0497,0.406,0.020900000000000002,0.101,0.8220000000000001,98.883
26,32kgOw8wejH7zUhtXCM8DH,More Than a Feeling,0,0.377,0.682,7,-8.039,1,0.029900000000000003,0.0008939999999999999,0.00217,0.0504,0.28800000000000003,108.736
27,6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,67,0.73,0.868,5,-7.325,1,0.028800000000000003,0.0632,0.0661,0.318,0.923,148.217
28,4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,71,0.504,0.578,4,-9.302,1,0.031,0.40800000000000003,0.0,0.321,0.654,132.411
29,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,76,0.5750000000000001,0.318,0,-16.729,1,0.109,0.683,0.000202,0.09340000000000001,0.385,104.522
30,6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,75,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774
31,3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,72,0.536,0.901,9,-7.211,1,0.0374,0.0014500000000000001,0.018600000000000002,0.06,0.666,87.559
32,2aSFLiDPreOVP6KHiWk4lF,Under Pressure - Remastered,60,0.663,0.712,2,-7.268,1,0.047900000000000005,0.524,0.0,0.0804,0.527,113.439
33,51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,72,0.729,0.989,9,-4.6129999999999995,0,0.049,0.0102,4.4500000000000004e-05,0.443,0.84,126.47
34,2sXp9Qmvc7mRaDBjBgcGGi,Every Breath You Take - Remastered 2003,4,0.8130000000000001,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387
35,5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,76,0.333,0.927,9,-8.55,0,0.0733,0.0029000000000000002,0.00021099999999999998,0.297,0.382,141.47
36,54eZmuggBFJbV7k248bTTt,A Horse with No Name,77,0.654,0.506,11,-17.18,0,0.053500000000000006,0.686,0.0155,0.155,0.8310000000000001,123.179
37,3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.2499999999999995e-06,0.0925,0.341,136.571
38,1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,72,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726
39,6Vjk8MNXpQpi0F4BefdTyq,Kashmir - Remaster,64,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576
40,5MxNLUsfh7uzROypsoO5qe,Dream On,79,0.307,0.433,1,-10.057,1,0.029,0.388,9.080000000000001e-05,0.332,0.224,160.9
41,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,83,0.5740000000000001,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728
42,5LNiqEqpDc8TuqPy79kDBu,Edge of Seventeen - 2016 Remaster,63,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457
43,2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,69,0.611,0.883,9,-11.225,1,0.0539,0.08460000000000001,1.2e-06,0.192,0.604,117.928
